id,label
0,2
1,2
2,1
3,0
4,1
5,0
6,1
7,1
8,2
9,1
10,0
11,2
12,0
13,0
14,0
15,0
16,0
17,1
18,2
19,1
20,1
21,1
22,0
23,1
24,1
25,2
26,0
27,2
28,2
29,2
30,0
31,0
32,1
33,1
34,1
35,2
36,2
37,2
38,2
39,2
40,2
41,0
42,1
43,1
44,1
45,2
46,1
47,2
48,1
49,2
50,1
51,2
52,1
53,2
54,2
55,1
56,1
57,2
58,1
59,1
60,2
61,1
62,2
63,2
64,1
65,0
66,2
67,1
68,2
69,0
70,0
71,1
72,0
73,2
74,1
75,1
76,2
77,1
78,1
79,2
80,0
81,0
82,1
83,0
84,1
85,0
86,0
87,1
88,1
89,2
90,0
91,2
92,2
93,2
94,0
95,0
96,0
97,2
98,1
99,1
100,1
101,2
102,2
103,2
104,2
105,1
106,0
107,1
108,1
109,2
110,0
111,0
112,2
113,2
114,1
115,0
116,2
117,2
118,1
119,1
120,1
121,1
122,2
123,0
124,1
125,1
126,0
127,2
128,2
129,2
130,1
131,1
132,0
133,2
134,2
135,2
136,0
137,1
138,1
139,2
140,0
141,0
142,1
143,0
144,0
145,1
146,1
147,1
148,2
149,0
150,1
151,0
152,2
153,1
154,0
155,1
156,0
157,2
158,0
159,0
160,1
161,0
162,0
163,2
164,2
165,1
166,1
167,1
168,2
169,0
170,2
171,0
172,2
173,0
174,2
175,1
176,1
177,2
178,1
179,0
180,1
181,0
182,2
183,2
184,1
185,2
186,2
187,1
188,0
189,1
190,1
191,0
192,1
193,1
194,1
195,0
196,1
197,0
198,1
199,2
200,1
201,2
202,2
203,0
204,1
205,2
206,0
207,1
208,2
209,1
210,1
211,1
212,0
213,0
214,1
215,0
216,1
217,1
218,0
219,2
220,0
221,1
222,0
223,2
224,0
225,0
226,0
227,2
228,1
229,2
230,1
231,0
232,2
233,2
234,2
235,0
236,2
237,0
238,1
239,2
240,2
241,0
242,1
243,0
244,2
245,1
246,0
247,1
248,0
249,0
250,0
251,1
252,2
253,0
254,1
255,1
256,2
257,0
258,0
259,2
260,2
261,0
262,0
263,2
264,0
265,1
266,1
267,0
268,1
269,1
270,0
271,2
272,0
273,0
274,2
275,1
276,1
277,1
278,0
279,0
280,0
281,0
282,1
283,0
284,2
285,2
286,2
287,1
288,0
289,2
290,0
291,0
292,0
293,2
294,0
295,0
296,1
297,0
298,1
299,0
300,0
301,1
302,1
303,2
304,1
305,1
306,1
307,2
308,0
309,2
310,2
311,2
312,1
313,1
314,2
315,2
316,0
317,0
318,1
319,1
320,1
321,1
322,0
323,2
324,1
325,2
326,2
327,2
328,1
329,2
330,0
331,0
332,0
333,2
334,0
335,0
336,0
337,0
338,1
339,1
340,2
341,1
342,1
343,1
344,0
345,1
346,1
347,0
348,0
349,1
350,0
351,2
352,1
353,0
354,0
355,2
356,0
357,2
358,1
359,2
360,0
361,0
362,0
363,2
364,0
365,0
366,0
367,0
368,0
369,1
370,2
371,1
372,1
373,2
374,0
375,1
376,1
377,0
378,1
379,2
380,0
381,2
382,1
383,0
384,2
385,2
386,1
387,2
388,0
389,0
390,2
391,2
392,2
393,0
394,2
395,0
396,0
397,2
398,2
399,1
400,1
401,2
402,1
403,0
404,0
405,0
406,1
407,0
408,0
409,1
410,2
411,2
412,1
413,0
414,2
415,2
416,1
417,2
418,2
419,0
420,1
421,0
422,0
423,2
424,2
425,0
426,0
427,1
428,2
429,0
430,0
431,0
432,1
433,0
434,0
435,0
436,2
437,0
438,1
439,1
440,2
441,0
442,0
443,1
444,0
445,2
446,2
447,0
448,2
449,1
450,1
451,1
452,2
453,2
454,0
455,0
456,0
457,2
458,2
459,2
460,2
461,1
462,1
463,2
464,2
465,2
466,1
467,0
468,0
469,2
470,0
471,1
472,2
473,2
474,0
475,2
476,0
477,2
478,1
479,0
480,1
481,0
482,1
483,0
484,2
485,1
486,1
487,0
488,1
489,2
490,2
491,2
492,2
493,1
494,0
495,0
496,2
497,1
498,0
499,2
500,0
501,0
502,0
503,0
504,2
505,0
506,1
507,2
508,0
509,0
510,2
511,2
512,0
513,1
514,0
515,0
516,1
517,1
518,0
519,1
520,1
521,0
522,2
523,2
524,2
525,0
526,1
527,0
528,0
529,0
530,1
531,0
532,2
533,2
534,2
535,0
536,0
537,2
538,1
539,0
540,1
541,0
542,2
543,2
544,1
545,1
546,1
